Year,App.,Taxon,Class,Order,Family,Genus,Importer,Exporter,Origin,Importer reported quantity,Exporter reported quantity,Term,Unit,Purpose,Source
2012,II,Alligator mississippiensis,Reptilia,Crocodylia,Alligatoridae,Alligator,US,DE,US,3,,leather products (small),,P,I
2012,II,Alligator mississippiensis,Reptilia,Crocodylia,Alligatoridae,Alligator,US,DE,US,6,,leather products (small),,T,I
2012,II,Alligator mississippiensis,Reptilia,Crocodylia,Alligatoridae,Alligator,US,DK,US,16,,leather products (small),,T,I
2012,II,Alligator mississippiensis,Reptilia,Crocodylia,Alligatoridae,Alligator,US,ES,US,1,,leather products (large),,T,I
2012,II,Alligator mississippiensis,Reptilia,Crocodylia,Alligatoridae,Alligator,US,ES,US,5,,leather products (small),,T,I
2012,II,Alligator mississippiensis,Reptilia,Crocodylia,Alligatoridae,Alligator,US,FR,US,8,,leather products (small),,P,I
2012,II,Alligator mississippiensis,Reptilia,Crocodylia,Alligatoridae,Alligator,US,FR,US,644,,leather products (small),,T,I
2012,II,Alligator mississippiensis,Reptilia,Crocodylia,Alligatoridae,Alligator,US,GB,US,5,,leather products (small),,P,I
2012,II,Alligator mississippiensis,Reptilia,Crocodylia,Alligatoridae,Alligator,US,GB,US,48,,leather products (small),,T,I
2012,II,Alligator mississippiensis,Reptilia,Crocodylia,Alligatoridae,Alligator,US,GP,US,1,,leather products (small),,T,I
2012,II,Alligator mississippiensis,Reptilia,Crocodylia,Alligatoridae,Alligator,US,HK,US,1,,leather products (small),,P,I
2012,II,Alligator mississippiensis,Reptilia,Crocodylia,Alligatoridae,Alligator,US,HK,US,5,,leather products (small),,T,I
2012,II,Alligator mississippiensis,Reptilia,Crocodylia,Alligatoridae,Alligator,US,IS,US,1,,leather products (small),,T,I
2012,II,Alligator mississippiensis,Reptilia,Crocodylia,Alligatoridae,Alligator,US,IT,US,2,,garments,,T,I
2012,II,Alligator mississippiensis,Reptilia,Crocodylia,Alligatoridae,Alligator,US,IT,US,1,,leather products (large),,T,I
2012,II,Alligator mississippiensis,Reptilia,Crocodylia,Alligatoridae,Alligator,US,IT,US,8,,leather products (small),,P,I
2012,II,Alligator mississippiensis,Reptilia,Crocodylia,Alligatoridae,Alligator,US,IT,US,1745,,leather products (small),,T,I
2012,II,Alligator mississippiensis,Reptilia,Crocodylia,Alligatoridae,Alligator,US,IT,US,16,,skins,,T,I
2012,II,Alligator mississippiensis,Reptilia,Crocodylia,Alligatoridae,Alligator,US,JP,US,5,,leather products (small),,T,I
2012,II,Alligator mississippiensis,Reptilia,Crocodylia,Alligatoridae,Alligator,US,KR,US,1,,leather products (large),,T,I
2012,II,Alligator mississippiensis,Reptilia,Crocodylia,Alligatoridae,Alligator,US,KR,US,1,,leather products (small),,M,I
2012,II,Alligator mississippiensis,Reptilia,Crocodylia,Alligatoridae,Alligator,US,KR,US,1,,leather products (small),,P,I
2012,II,Alligator mississippiensis,Reptilia,Crocodylia,Alligatoridae,Alligator,US,LI,US,1,,leather products (small),,T,I
2012,II,Alligator mississippiensis,Reptilia,Crocodylia,Alligatoridae,Alligator,US,MU,US,45,,leather products (small),,T,I
2012,II,Alligator mississippiensis,Reptilia,Crocodylia,Alligatoridae,Alligator,US,MX,US,3,,leather products (small),,P,I
2012,II,Alligator mississippiensis,Reptilia,Crocodylia,Alligatoridae,Alligator,US,MX,US,2,,leather products (small),,T,I
2012,II,Alligator mississippiensis,Reptilia,Crocodylia,Alligatoridae,Alligator,US,MX,US,1,,skulls,,P,I
2012,II,Alligator mississippiensis,Reptilia,Crocodylia,Alligatoridae,Alligator,US,MY,US,2,,leather products (small),,P,I
2012,II,Alligator mississippiensis,Reptilia,Crocodylia,Alligatoridae,Alligator,US,MY,US,2,,leather products (small),,T,I
2012,II,Alligator mississippiensis,Reptilia,Crocodylia,Alligatoridae,Alligator,US,NL,US,2,,leather products (small),,P,I
2012,II,Alligator mississippiensis,Reptilia,Crocodylia,Alligatoridae,Alligator,US,NL,US,2,,leather products (small),,T,I
2012,II,Alligator mississippiensis,Reptilia,Crocodylia,Alligatoridae,Alligator,US,PH,US,1,,leather products (small),,P,I
2012,II,Alligator mississippiensis,Reptilia,Crocodylia,Alligatoridae,Alligator,US,SE,US,1,,leather products (small),,T,I
2012,II,Alligator mississippiensis,Reptilia,Crocodylia,Alligatoridae,Alligator,US,SG,US,1,,leather products (large),,T,I
2012,II,Alligator mississippiensis,Reptilia,Crocodylia,Alligatoridae,Alligator,US,SG,US,1,,leather products (small),,P,I
2012,II,Alligator mississippiensis,Reptilia,Crocodylia,Alligatoridae,Alligator,US,SG,US,1,,leather products (small),,T,I
2012,II,Alligator mississippiensis,Reptilia,Crocodylia,Alligatoridae,Alligator,US,SI,US,42,,leather products (small),,T,I
2012,II,Alligator mississippiensis,Reptilia,Crocodylia,Alligatoridae,Alligator,US,TH,US,53,,leather products (small),,T,I
2012,II,Alligator mississippiensis,Reptilia,Crocodylia,Alligatoridae,Alligator,US,VN,US,3,,leather products (small),,T,I
2012,II,Caiman spp.,Reptilia,Crocodylia,Alligatoridae,Caiman,US,AR,,6,,leather products (small),,T,I
2012,II,Caiman spp.,Reptilia,Crocodylia,Alligatoridae,Caiman,US,AU,XX,3,,leather products (small),,P,I
2012,II,Caiman spp.,Reptilia,Crocodylia,Alligatoridae,Caiman,US,CN,CO,10,,leather products (small),,T,I
2012,II,Caiman spp.,Reptilia,Crocodylia,Alligatoridae,Caiman,US,CO,XX,26,,leather products (small),,T,I
2012,II,Caiman spp.,Reptilia,Crocodylia,Alligatoridae,Caiman,US,CO,XX,4,,skin pieces,,T,I
2012,II,Caiman spp.,Reptilia,Crocodylia,Alligatoridae,Caiman,US,CO,,28,,leather products (small),,T,I
2012,II,Caiman spp.,Reptilia,Crocodylia,Alligatoridae,Caiman,US,GT,,3,,leather products (small),,T,I
2012,II,Caiman spp.,Reptilia,Crocodylia,Alligatoridae,Caiman,US,IT,XX,1,,leather products (small),,T,I
2012,II,Caiman spp.,Reptilia,Crocodylia,Alligatoridae,Caiman,US,JP,XX,1,,leather products (small),,P,I
2012,II,Caiman spp.,Reptilia,Crocodylia,Alligatoridae,Caiman,US,KH,XX,2,,leather products (small),,P,I
2012,II,Caiman spp.,Reptilia,Crocodylia,Alligatoridae,Caiman,US,KR,XX,5,,leather products (small),,T,I
2012,II,Caiman spp.,Reptilia,Crocodylia,Alligatoridae,Caiman,US,MX,XX,1,,leather products (large),,T,I
2012,II,Caiman spp.,Reptilia,Crocodylia,Alligatoridae,Caiman,US,MX,XX,54,,leather products (small),,P,I
2012,II,Caiman spp.,Reptilia,Crocodylia,Alligatoridae,Caiman,US,MX,XX,21,,leather products (small),,T,I
2012,II,Caiman spp.,Reptilia,Crocodylia,Alligatoridae,Caiman,US,MX,XX,8,,skins,,P,I
2012,II,Caiman spp.,Reptilia,Crocodylia,Alligatoridae,Caiman,US,MX,XX,4,,skin pieces,,P,I
2012,II,Caiman spp.,Reptilia,Crocodylia,Alligatoridae,Caiman,US,NI,,25,,leather products (small),,T,I
2012,II,Caiman spp.,Reptilia,Crocodylia,Alligatoridae,Caiman,US,PE,,9,,claws,,P,I
2012,II,Caiman spp.,Reptilia,Crocodylia,Alligatoridae,Caiman,US,PE,,1,,skins,,P,I
2012,II,Caiman spp.,Reptilia,Crocodylia,Alligatoridae,Caiman,US,PE,,1,,skulls,,T,I
2012,II,Caiman spp.,Reptilia,Crocodylia,Alligatoridae,Caiman,US,PE,,2,,teeth,,P,I
2012,II,Caiman spp.,Reptilia,Crocodylia,Alligatoridae,Caiman,US,TH,XX,23,,leather products (small),,P,I
2012,II,Caiman spp.,Reptilia,Crocodylia,Alligatoridae,Caiman,US,TH,XX,51,,leather products (small),,T,I
2012,II,Caiman crocodilus,Reptilia,Crocodylia,Alligatoridae,Caiman,US,AR,,1,,leather products (large),,P,I
2012,II,Caiman crocodilus,Reptilia,Crocodylia,Alligatoridae,Caiman,US,AR,,2,,leather products (small),,P,I
2012,II,Caiman crocodilus,Reptilia,Crocodylia,Alligatoridae,Caiman,US,BO,,50,,leather products (small),,T,I
2012,II,Caiman crocodilus,Reptilia,Crocodylia,Alligatoridae,Caiman,US,BO,,2,,skins,,P,I
2012,II,Caiman crocodilus,Reptilia,Crocodylia,Alligatoridae,Caiman,US,BO,,1,,specimens,,P,I
2012,II,Caiman crocodilus,Reptilia,Crocodylia,Alligatoridae,Caiman,US,BR,,1,,bodies,,P,I
2012,II,Caiman crocodilus,Reptilia,Crocodylia,Alligatoridae,Caiman,US,CH,BO,64,,leather products (small),,T,I
2012,II,Caiman crocodilus,Reptilia,Crocodylia,Alligatoridae,Caiman,US,GY,,1,,bodies,,P,I
2012,II,Caiman crocodilus,Reptilia,Crocodylia,Alligatoridae,Caiman,US,IT,BO,35,,leather products (small),,P,I
2012,II,Caiman crocodilus,Reptilia,Crocodylia,Alligatoridae,Caiman,US,IT,BO,38,,leather products (small),,T,I
2012,II,Caiman crocodilus,Reptilia,Crocodylia,Alligatoridae,Caiman,US,IT,CO,2,,leather products (small),,T,I
2012,II,Caiman crocodilus,Reptilia,Crocodylia,Alligatoridae,Caiman,US,MX,XX,1,,leather products (large),,P,I
2012,II,Caiman crocodilus,Reptilia,Crocodylia,Alligatoridae,Caiman,US,MX,XX,2,,leather products (small),,P,I
2012,II,Caiman crocodilus,Reptilia,Crocodylia,Alligatoridae,Caiman,US,PL,XX,1,,bodies,,P,I
2012,II,Caiman crocodilus,Reptilia,Crocodylia,Alligatoridae,Caiman,US,TH,XX,2,,leather products (small),,P,I
2012,II,Caiman crocodilus,Reptilia,Crocodylia,Alligatoridae,Caiman,US,TH,XX,1,,leather products (small),,T,I
2012,II,Caiman crocodilus crocodilus,Reptilia,Crocodylia,Alligatoridae,Caiman,US,CH,VE,2,,leather products (small),,T,I
2012,II,Caiman crocodilus crocodilus,Reptilia,Crocodylia,Alligatoridae,Caiman,US,IT,VE,2,,leather products (small),,P,I
2012,II,Caiman crocodilus crocodilus,Reptilia,Crocodylia,Alligatoridae,Caiman,US,IT,VE,9,,skins,,T,I
2012,II,Caiman crocodilus crocodilus,Reptilia,Crocodylia,Alligatoridae,Caiman,US,SG,VE,8,,leather products (small),,T,I
2012,II,Caiman crocodilus fuscus,Reptilia,Crocodylia,Alligatoridae,Caiman,US,CA,CO,53,,leather products (small),,T,I
2012,II,Caiman crocodilus fuscus,Reptilia,Crocodylia,Alligatoridae,Caiman,US,CH,CO,2,,leather products (small),,T,I
2012,II,Caiman crocodilus fuscus,Reptilia,Crocodylia,Alligatoridae,Caiman,US,CN,CO,4,,leather products (small),,T,I
2012,II,Caiman crocodilus fuscus,Reptilia,Crocodylia,Alligatoridae,Caiman,US,CO,,6,,leather products (large),,T,I
2012,II,Caiman crocodilus fuscus,Reptilia,Crocodylia,Alligatoridae,Caiman,US,CO,,1,,leather products (small),,P,I
2012,II,Caiman crocodilus fuscus,Reptilia,Crocodylia,Alligatoridae,Caiman,US,CO,,15,,leather products (small),,T,I
2012,II,Caiman crocodilus fuscus,Reptilia,Crocodylia,Alligatoridae,Caiman,US,CO,,3,,skins,,T,I
2012,II,Caiman crocodilus fuscus,Reptilia,Crocodylia,Alligatoridae,Caiman,US,DE,CO,2,,leather products (small),,P,I
2012,II,Caiman crocodilus fuscus,Reptilia,Crocodylia,Alligatoridae,Caiman,US,GB,CO,1,,leather products (small),,P,I
2012,II,Caiman crocodilus fuscus,Reptilia,Crocodylia,Alligatoridae,Caiman,US,HK,CO,3,,leather products (large),,P,I
2012,II,Caiman crocodilus fuscus,Reptilia,Crocodylia,Alligatoridae,Caiman,US,IT,CO,91,,leather products (small),,T,I
2012,II,Caiman crocodilus fuscus,Reptilia,Crocodylia,Alligatoridae,Caiman,US,KR,CO,6,,leather products (small),,T,I
2012,II,Caiman crocodilus fuscus,Reptilia,Crocodylia,Alligatoridae,Caiman,US,MX,CO,1,,skins,,T,I
2012,II,Caiman crocodilus fuscus,Reptilia,Crocodylia,Alligatoridae,Caiman,US,NI,,143,,leather products (small),,T,I
2012,II,Caiman crocodilus fuscus,Reptilia,Crocodylia,Alligatoridae,Caiman,US,SA,CO,1,,leather products (small),,P,I
2012,II,Caiman crocodilus fuscus,Reptilia,Crocodylia,Alligatoridae,Caiman,US,TH,CO,1,,leather products (large),,P,I
2012,II,Caiman crocodilus fuscus,Reptilia,Crocodylia,Alligatoridae,Caiman,US,TH,CO,3,,leather products (small),,P,I
2012,II,Caiman crocodilus fuscus,Reptilia,Crocodylia,Alligatoridae,Caiman,US,TH,CO,2,,leather products (small),,T,I
2012,II,Caiman crocodilus fuscus,Reptilia,Crocodylia,Alligatoridae,Caiman,US,TH,XX,1,,leather products (small),,P,I
2012,II,Caiman latirostris,Reptilia,Crocodylia,Alligatoridae,Caiman,US,IT,AR,16,,garments,,T,I
2012,II,Caiman latirostris,Reptilia,Crocodylia,Alligatoridae,Caiman,US,IT,AR,44,,leather products (small),,T,I
2012,II,Ambystoma mexicanum,Amphibia,Caudata,Ambystomatidae,Ambystoma,US,DE,XX,1,,specimens,,S,I
2012,II,Sarkidiornis melanotos,Aves,Anseriformes,Anatidae,Sarkidiornis,US,ZA,,1,,trophies,,H,I
2012,II,Allopathes spp.,Anthozoa,Antipatharia,Antipathidae,Allopathes,US,HN,,1,,raw corals,,T,I
2012,II,Antipathes spp.,Anthozoa,Antipatharia,Antipathidae,Antipathes,US,DO,XX,1,,carvings,,P,I
2012,II,Cirrhipathes spp.,Anthozoa,Antipatharia,Antipathidae,Cirrhipathes,US,ID,,2,,live,,T,I
2012,II,Cirrhipathes spiralis,Anthozoa,Antipatharia,Antipathidae,Cirrhipathes,US,ID,,2,,live,,T,I
2012,II,Panax quinquefolius,,Apiales,Araliaceae,Panax,US,CN,,11,,roots,kg,T,I
2012,II,Arapaima gigas,Actinopteri,Osteoglossiformes,Arapaimidae,Arapaima,US,BR,,37,,leather products (small),,T,I
2012,II,Arapaima gigas,Actinopteri,Osteoglossiformes,Arapaimidae,Arapaima,US,PE,,12,,live,,T,I
2012,II,Podophyllum hexandrum,,Ranunculales,Berberidaceae,Podophyllum,US,NL,,25,,live,,T,I
2012,II,Boa constrictor,Reptilia,Serpentes,Boidae,Boa,US,CA,,1,,live,,T,I
2012,II,Boa constrictor,Reptilia,Serpentes,Boidae,Boa,US,CR,,2,,live,,T,I
2012,II,Boa constrictor,Reptilia,Serpentes,Boidae,Boa,US,ID,,1,,skulls,,P,I
2012,II,Boa constrictor,Reptilia,Serpentes,Boidae,Boa,US,PH,,960,,leather products (small),,T,I
2012,II,Boa constrictor,Reptilia,Serpentes,Boidae,Boa,US,VN,XX,90,,medicine,,T,I
2012,II,Boidae spp.,Reptilia,Serpentes,Boidae,,US,CA,XX,1,,skins,,P,I
2012,II,Boidae spp.,Reptilia,Serpentes,Boidae,,US,CA,XX,1,,skin pieces,,T,I
2012,II,Boidae spp.,Reptilia,Serpentes,Boidae,,US,CN,XX,11,,leather products (small),,P,I
2012,II,Boidae spp.,Reptilia,Serpentes,Boidae,,US,CN,,1,,leather products (small),,P,I
2012,II,Boidae spp.,Reptilia,Serpentes,Boidae,,US,CN,,1,,skins,,P,I
2012,II,Boidae spp.,Reptilia,Serpentes,Boidae,,US,HK,XX,4,,leather products (small),,P,I
2012,II,Boidae spp.,Reptilia,Serpentes,Boidae,,US,HK,XX,1,,skins,,P,I
2012,II,Boidae spp.,Reptilia,Serpentes,Boidae,,US,JP,XX,1,,leather products (small),,P,I
2012,II,Boidae spp.,Reptilia,Serpentes,Boidae,,US,NI,,21,,leather products (small),,T,I
2012,II,Boidae spp.,Reptilia,Serpentes,Boidae,,US,SG,XX,1,,leather products (small),,P,I
2012,II,Corallus caninus,Reptilia,Serpentes,Boidae,Corallus,US,CR,,4,,live,,T,I
2012,II,Epicrates spp.,Reptilia,Serpentes,Boidae,Epicrates,US,DO,,7,,skins,,T,I
2012,II,Epicrates chrysogaster,Reptilia,Serpentes,Boidae,Epicrates,US,TC,,3,,specimens,,S,I
2012,II,Eunectes notaeus,Reptilia,Serpentes,Boidae,Eunectes,US,ES,AR,1,,leather products (small),,T,I
2012,II,Ammotragus lervia,Mammalia,Artiodactyla,Bovidae,Ammotragus,US,CA,XX,1,,trophies,,P,I
2012,II,Ammotragus lervia,Mammalia,Artiodactyla,Bovidae,Ammotragus,US,MK,,1,,trophies,,H,I
2012,II,Cephalophus dorsalis,Mammalia,Artiodactyla,Bovidae,Cephalophus,US,LR,,2,,trophies,,H,I
2012,II,Cephalophus zebra,Mammalia,Artiodactyla,Bovidae,Cephalophus,US,LR,,1,,trophies,,H,I
2012,II,Damaliscus pygargus pygargus,Mammalia,Artiodactyla,Bovidae,Damaliscus,US,PE,ZA,1,,trophies,,T,I
2012,II,Damaliscus pygargus pygargus,Mammalia,Artiodactyla,Bovidae,Damaliscus,US,ZA,,4,,trophies,,H,I
2012,II,Kobus leche,Mammalia,Artiodactyla,Bovidae,Kobus,US,ZA,,2,,trophies,,H,I
2012,II,Ovis ammon,Mammalia,Artiodactyla,Bovidae,Ovis,US,KG,TJ,1,,trophies,,H,I
2012,II,Ovis ammon,Mammalia,Artiodactyla,Bovidae,Ovis,US,KG,,1,,horn pieces,,H,I
2012,II,Ovis ammon,Mammalia,Artiodactyla,Bovidae,Ovis,US,KG,,2,,trophies,,H,I
2012,II,Ovis canadensis,Mammalia,Artiodactyla,Bovidae,Ovis,US,MX,,1,,trophies,,P,I
2012,II,Saiga tatarica,Mammalia,Artiodactyla,Bovidae,Saiga,US,CN,XX,1,,horns,,P,I
2012,II,Saiga tatarica,Mammalia,Artiodactyla,Bovidae,Saiga,US,CN,XX,488,,medicine,,P,I
2012,II,Saiga tatarica,Mammalia,Artiodactyla,Bovidae,Saiga,US,CN,XX,399,,medicine,,T,I
2012,II,Saiga tatarica,Mammalia,Artiodactyla,Bovidae,Saiga,US,CN,,3,,horns,,P,I
2012,II,Saiga tatarica,Mammalia,Artiodactyla,Bovidae,Saiga,US,CN,,1,,medicine,kg,P,I
2012,II,Saiga tatarica,Mammalia,Artiodactyla,Bovidae,Saiga,US,CN,,142,,medicine,,P,I
2012,II,Saiga tatarica,Mammalia,Artiodactyla,Bovidae,Saiga,US,DE,CN,1,,medicine,,P,I
2012,II,Saiga tatarica,Mammalia,Artiodactyla,Bovidae,Saiga,US,HK,XX,1,,horns,,P,I
2012,II,Tillandsia spp.,,Bromeliales,Bromeliaceae,Tillandsia,US,MX,,4,,live,,P,I
2012,II,Tillandsia spp.,,Bromeliales,Bromeliaceae,Tillandsia,US,TH,JP,38,,live,,T,I
2012,II,Tillandsia sucrei,,Bromeliales,Bromeliaceae,Tillandsia,US,TH,JP,1,,live,,T,I
2012,II,Anthracoceros albirostris,Aves,Coraciiformes,Bucerotidae,Anthracoceros,US,ID,XX,1,,skeletons,,P,I
2012,II,Rhyticeros undulatus,Aves,Coraciiformes,Bucerotidae,Rhyticeros,US,ID,,1,,skulls,,P,I
2012,II,Cacatua galerita,Aves,Psittaciformes,Cacatuidae,Cacatua,US,GB,XX,1,,bodies,,P,I
2012,II,Borzicactus spp.,,Caryophyllales,Cactaceae,Borzicactus,US,DE,,1,,live,,T,I
2012,II,Cactaceae spp.,,Caryophyllales,Cactaceae,,US,JO,US,1,,live,,P,I
2012,II,Cereus repandus,,Caryophyllales,Cactaceae,Cereus,US,DO,,50,,live,,T,I
2012,II,Disocactus ackermannii,,Caryophyllales,Cactaceae,Disocactus,US,DE,,4,,live,,T,I
2012,II,Disocactus eichlamii,,Caryophyllales,Cactaceae,Disocactus,US,DE,,2,,live,,T,I
2012,II,Disocactus hybrid,,Caryophyllales,Cactaceae,Disocactus,US,DE,,21,,live,,T,I
2012,II,Disocactus speciosus,,Caryophyllales,Cactaceae,Disocactus,US,DE,,2,,live,,T,I
2012,II,Echinocereus spp.,,Caryophyllales,Cactaceae,Echinocereus,US,MX,,1,,live,,P,I
2012,II,Echinocereus rigidissimus,,Caryophyllales,Cactaceae,Echinocereus,US,MX,,1,,live,,P,I
2012,II,Epiphyllum spp.,,Caryophyllales,Cactaceae,Epiphyllum,US,DE,,2,,live,,T,I
2012,II,Epiphyllum anguliger,,Caryophyllales,Cactaceae,Epiphyllum,US,DE,,2,,live,,T,I
2012,II,Epiphyllum hookeri,,Caryophyllales,Cactaceae,Epiphyllum,US,DE,,2,,live,,T,I
2012,II,Epiphyllum hybrid,,Caryophyllales,Cactaceae,Epiphyllum,US,DE,,12,,live,,T,I
2012,II,Epiphyllum laui,,Caryophyllales,Cactaceae,Epiphyllum,US,DE,,2,,live,,T,I
2012,II,Epiphyllum lepidocarpum,,Caryophyllales,Cactaceae,Epiphyllum,US,DE,,2,,live,,T,I
2012,II,Epiphyllum phyllanthus,,Caryophyllales,Cactaceae,Epiphyllum,US,DE,,2,,live,,T,I
2012,II,Epiphyllum pumilum,,Caryophyllales,Cactaceae,Epiphyllum,US,DE,,2,,live,,T,I
2012,II,Epiphyllum thomasianum,,Caryophyllales,Cactaceae,Epiphyllum,US,DE,,2,,live,,T,I
2012,II,Frailea castanea,,Caryophyllales,Cactaceae,Frailea,US,DE,,3,,live,,T,I
2012,II,Hylocereus escuintlensis,,Caryophyllales,Cactaceae,Hylocereus,US,DE,,2,,live,,T,I
2012,II,Hylocereus megalanthus,,Caryophyllales,Cactaceae,Hylocereus,US,DE,,2,,live,,T,I
2012,II,Hylocereus monacanthus,,Caryophyllales,Cactaceae,Hylocereus,US,DE,,1,,live,,T,I
2012,II,Hylocereus setaceus,,Caryophyllales,Cactaceae,Hylocereus,US,DE,,1,,live,,T,I
2012,II,Hylocereus stenopterus,,Caryophyllales,Cactaceae,Hylocereus,US,DE,,2,,live,,T,I
2012,II,Lophophora spp.,,Caryophyllales,Cactaceae,Lophophora,US,TH,,1,,live,,T,I
2012,II,Lophophora williamsii,,Caryophyllales,Cactaceae,Lophophora,US,TH,,125,,live,,T,I
2012,II,Mammillaria grahamii,,Caryophyllales,Cactaceae,Mammillaria,US,MX,,4,,live,,P,I
2012,II,Opuntia spp.,,Caryophyllales,Cactaceae,Opuntia,US,CN,XX,8,,extract,,P,I
2012,II,Opuntia ficus-indica,,Caryophyllales,Cactaceae,Opuntia,US,DE,,2,,live,,T,I
2012,II,Pseudorhipsalis amazonica,,Caryophyllales,Cactaceae,Pseudorhipsalis,US,DE,,2,,live,,T,I
2012,II,Pseudorhipsalis himantoclada,,Caryophyllales,Cactaceae,Pseudorhipsalis,US,DE,,2,,live,,T,I
2012,II,Rhipsalis baccifera,,Caryophyllales,Cactaceae,Rhipsalis,US,DE,,2,,live,,T,I
2012,II,Selenicereus spp.,,Caryophyllales,Cactaceae,Selenicereus,US,DE,,1,,live,,T,I
2012,II,Selenicereus grandiflorus,,Caryophyllales,Cactaceae,Selenicereus,US,DE,,2,,live,,T,I
2012,II,Stenocereus spp.,,Caryophyllales,Cactaceae,Stenocereus,US,MX,,1,,live,,P,I
2012,II,Weberocereus spp.,,Caryophyllales,Cactaceae,Weberocereus,US,DE,,1,,live,,T,I
2012,II,Weberocereus glaber,,Caryophyllales,Cactaceae,Weberocereus,US,DE,,1,,live,,T,I
2012,II,Weberocereus tunilla,,Caryophyllales,Cactaceae,Weberocereus,US,DE,,2,,live,,T,I
2012,II,Lama guanicoe,Mammalia,Artiodactyla,Camelidae,Lama,US,IT,AR,1,,cloth,,T,I
2012,II,Vicugna vicugna,Mammalia,Artiodactyla,Camelidae,Vicugna,US,CH,PE,15,,skin pieces,,T,I
2012,II,Vicugna vicugna,Mammalia,Artiodactyla,Camelidae,Vicugna,US,IT,AR,2,,garments,,T,I
2012,II,Vicugna vicugna,Mammalia,Artiodactyla,Camelidae,Vicugna,US,IT,CL,2,,garments,,T,I
2012,II,Vicugna vicugna,Mammalia,Artiodactyla,Camelidae,Vicugna,US,IT,PE,2.94,,cloth,m2,T,I
2012,II,Vicugna vicugna,Mammalia,Artiodactyla,Camelidae,Vicugna,US,IT,PE,19,,cloth,,T,I
2012,II,Vicugna vicugna,Mammalia,Artiodactyla,Camelidae,Vicugna,US,IT,PE,8,,garments,,T,I
2012,II,Canis lupus,Mammalia,Carnivora,Canidae,Canis,US,BG,,1,,trophies,,H,I
2012,II,Canis lupus,Mammalia,Carnivora,Canidae,Canis,US,CA,RU,1,,garments,,P,I
2012,II,Canis lupus,Mammalia,Carnivora,Canidae,Canis,US,CA,XX,2,,garments,,P,I
2012,II,Canis lupus,Mammalia,Carnivora,Canidae,Canis,US,CA,,200,,extract,ml,P,I
2012,II,Canis lupus,Mammalia,Carnivora,Canidae,Canis,US,CA,,1,,skins,,P,I
2012,II,Canis lupus,Mammalia,Carnivora,Canidae,Canis,US,CA,,1,,skins,,T,I
2012,II,Canis lupus,Mammalia,Carnivora,Canidae,Canis,US,CA,,1,,skulls,,H,I
2012,II,Canis lupus,Mammalia,Carnivora,Canidae,Canis,US,CA,,2,,trophies,,H,I
2012,II,Canis lupus,Mammalia,Carnivora,Canidae,Canis,US,CA,,2,,trophies,,P,I
2012,II,Canis lupus,Mammalia,Carnivora,Canidae,Canis,US,EE,,69,,teeth,,T,I
2012,II,Canis lupus,Mammalia,Carnivora,Canidae,Canis,US,FR,XX,1,,leather products (small),,T,I
2012,II,Canis lupus,Mammalia,Carnivora,Canidae,Canis,US,SE,,33,,teeth,,T,I
2012,II,Canis lupus,Mammalia,Carnivora,Canidae,Canis,US,TH,US,1,,unspecified,,P,I
2012,II,Canis lupus monstrabilis,Mammalia,Carnivora,Canidae,Canis,US,CA,,1,,garments,,P,I
2012,II,Lycalopex culpaeus,Mammalia,Carnivora,Canidae,Lycalopex,US,AR,,2,,hair,,T,I
2012,II,Lycalopex griseus,Mammalia,Carnivora,Canidae,Lycalopex,US,AR,,2,,hair,,T,I
2012,II,Lycalopex griseus,Mammalia,Carnivora,Canidae,Lycalopex,US,AR,,32,,leather products (small),,T,I
2012,II,Lycalopex griseus,Mammalia,Carnivora,Canidae,Lycalopex,US,AR,,45,,skin pieces,kg,T,I
2012,II,Catalaphyllia jardinei,Anthozoa,Scleractinia,Caryophylliidae,Catalaphyllia,US,AU,,8,,live,,T,I
2012,II,Euphyllia spp.,Anthozoa,Scleractinia,Caryophylliidae,Euphyllia,US,ID,,3,,raw corals,,T,I
2012,II,Euphyllia spp.,Anthozoa,Scleractinia,Caryophylliidae,Euphyllia,US,ID,,89,,live,,T,I
2012,II,Euphyllia spp.,Anthozoa,Scleractinia,Caryophylliidae,Euphyllia,US,PE,,2,,raw corals,,P,I
2012,II,Euphyllia ancora,Anthozoa,Scleractinia,Caryophylliidae,Euphyllia,US,AU,,3,,live,,T,I
2012,II,Euphyllia ancora,Anthozoa,Scleractinia,Caryophylliidae,Euphyllia,US,ID,,48,,live,,T,I
2012,II,Euphyllia cristata,Anthozoa,Scleractinia,Caryophylliidae,Euphyllia,US,ID,,9,,live,,T,I
2012,II,Euphyllia cristata,Anthozoa,Scleractinia,Caryophylliidae,Euphyllia,US,TO,,1,,live,,T,I
2012,II,Euphyllia divisa,Anthozoa,Scleractinia,Caryophylliidae,Euphyllia,US,ID,,18,,live,,T,I
2012,II,Euphyllia divisa,Anthozoa,Scleractinia,Caryophylliidae,Euphyllia,US,TO,,1,,live,,T,I
2012,II,Euphyllia fimbriata,Anthozoa,Scleractinia,Caryophylliidae,Euphyllia,US,BE,PH,3,,raw corals,,T,I
2012,II,Euphyllia glabrescens,Anthozoa,Scleractinia,Caryophylliidae,Euphyllia,US,AU,,25,,live,,T,I
2012,II,Euphyllia glabrescens,Anthozoa,Scleractinia,Caryophylliidae,Euphyllia,US,ID,,138,,live,,T,I
2012,II,Euphyllia glabrescens,Anthozoa,Scleractinia,Caryophylliidae,Euphyllia,US,TO,,1,,live,,T,I
